title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
Data Engineer - Big Query,Data Engineer,Covi-Sense,"Bengaluru, Karnataka","Load data into BigQuery using files or by streaming one record at a time.
Proficient in Big query, real work experience using Big query, familiar with GCP…",EmployerActive 6 days ago,"₹55,000 - ₹60,000 a month",2023-03-15,/company/Covi--Sense/jobs/Data-Engineer-feee5159281cf3ca?fccid=f5560c980fe59a9a&vjs=3
Data Engineer,Data Engineer,Rightpoint,"Jaipur, Rajasthan+1 location","Accountable for facilitating data gathering, requirement analysis, data analysis and building reports.
Interest in thinking broader than data visualization,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=67c0395db50e7ed1&fccid=2b49d010914e52cf&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj5IF_Ldjn4hkrvj_qSjK6wlcsAsZxqX4NnpbEun2Uy61zD9dR6FlmWywlsZTsCGDyWt_nJuLsv6dyhGlmQLqCNjCuaA-QynytF_2SHGJqYjPj7XafJsaAFzT7K5bXFMOIEEI7htNsG3y16iYslVROnkEefmqWDyu4IbuXJ8nXUg9amJk3nTfIW072BUV6E9MJzARi1VGjbpKJGCI7-dw7lxBL6G87i7jaMiKEyaxjKJ9ddS3oYpGiP4f889z9nJVfLwWFnW7_KwTBsN1B21Rz-F0XJ2S4oT4enrfA0UrtIFBOiohYiVls4tUJORijv-lbzQ_gyn_4MbCYyGrVYl3LlTWzG7MI3wdSz_o8Whp0noBJTHDW5UkqX7JVB5crfKkPEwzpLhhfyeSqtXmNPStXt_hA0paBHiG9q4e1w9baBeqpugvcaFKO42WRxzQUqMeyWWTnx0reOo58Qjrt6Ui9EoGP_LSi1nYkrSPpE22tQ9l_M8AmQkBQE0rwIIgvqtHc49z8WBsm3Vaw==&xkcb=SoA0-_M3Syqi-swNAx0PbzkdCdPP&p=14&fvj=0&vjs=3
Data Engineer,Data Engineer,Hoolime,"Chandigarh, Chandigarh","1 - 2 years experience as a data engineer or in a similar role.
Strong experience in building and maintaining data pipelines.
Total work: 1 year (Preferred).",EmployerActive 1 day ago,"₹4,60,000 - ₹6,40,000 a year",2023-03-15,/company/Hoolime/jobs/Data-Engineer-adde3559cadfe1b4?fccid=c0b99f27faee14e8&vjs=3
"ETL Data Engineer (Teradata, Informatica)",Data Engineer,ACL Digital,"Bengaluru, Karnataka","Regular BE/BTech, No diploma.
ETL Data Engineer - Teradata, Informatica.
Hands-on experience in ETL tools like Teradata, Informatica.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=da3b291710a6adf1&fccid=224c86e9ad0c01e3&vjs=3
Data Engineer,Data Engineer,Xpert,"Kolkata, West Bengal","Analyze and organize raw data Build data systems and pipelines.
Explore ways to enhance data quality and reliability Identify opportunities for data acquisition…",EmployerActive 1 day ago,"₹15,000 - ₹25,000 a month",2023-03-15,/company/releaseMyAd/jobs/Data-Engineer-d52d1cb78e828dd5?fccid=1014cdcd74ac754e&vjs=3
Data Processing Engineer,Data Engineer,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Relevant experience as a software developer focused on data management (or as the owner of data manipulation automations in a business reporting environment).,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e38402192c6fed6c&fccid=216eb700022de6f6&vjs=3
Data Engineer,Data Engineer,Xyram Software Solutions,"Bengaluru, Karnataka","Should be able to join two tables, transformations, data manipulations etc.
SQL, Scala, Data Querying, Refactoring from Sql to Scala.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=7603f37deb59a6dc&fccid=e4af6020b972710f&vjs=3
Azure Data Engineer,Data Engineer,Winborough Technologies,"Pune, Maharashtra",Minimum 8+ years of IT experience and at least 5+ years in cloud native data engineering solution design and development.,EmployerActive 5 days ago,"₹8,37,381 - ₹28,00,000 a year",2023-03-15,/company/Winborough-Technologies-Limited/jobs/Azure-Data-Engineer-fbc0df1c6ca83775?fccid=6651e974f58ecbf1&vjs=3
BI Engineer,Data Engineer,Innover,Remote,"Publications and other related data retrieved into various data warehouses/marts.
The incumbent in this position will be part of the Data Science and…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=272efd6c99c5ba1b&fccid=fa62bcc799bd7b3f&vjs=3
Data Engineer,Data Engineer,NucleusTeq,"Bengaluru, Karnataka","Create and maintain optimal data pipeline architecture.
Delivering streaming data ingestion and transformation solutions.
Experience in handling large datasets.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=fa87cf1269046f62&fccid=497007f178e5c74c&vjs=3
Data Engineer,Data Engineer,The Modern Data Company,Remote,"To create solutions for ingesting and transforming customers’ data.
Create a structural approach by breaking down complex data transformation jobs.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=65e9649a70660564&fccid=4b82508ba834775b&vjs=3
Software Development Engineer - I,Data Engineer,BEIING,Remote,"As an experienced member, you will participate in all aspects of the software development life cycle: scoping, design, coding, testing, implementation and…",PostedPosted 30+ days ago,"₹9,00,000 - ₹12,00,000 a year",2023-03-15,/rc/clk?jk=8d4b55dc7cb5883d&fccid=6ba8befd34d9a44f&vjs=3
Data Engineer,Data Engineer,PharmaACE,"Pune, Maharashtra","Developing algorithms to transform data into useful, actionable information using SQL and.
Performing root cause analysis on internal and external data and…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ac4d9e503a9fab80&fccid=ebdb3ec517b08da0&vjs=3
Data Engineer - Azure,Data Engineer,Fractal Analytics,"Bengaluru, Karnataka","Good understanding of how to enable analytics using cloud technology and ML Ops.
Experience in Azure Infrastructure and Azure Dev Ops will be a strong plus.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=16bfe0cba5ffecad&fccid=82a5852c691fe3de&vjs=3
Big Data Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","The development or the customer cars then collect various vehicle, sensor and environment data.
This data is further analysed and the performance of the ADAS…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=88b17ba0b1abe9b2&fccid=9ab138c02aaca829&vjs=3
Data Platform Engineer,Data Engineer,Hailify,Remote,"5+ years of experience in data management, particularly in ETL/ELT, data integration, data engineering, data design and/or data modeling.",PostedPosted 19 days ago,?,2023-03-15,/rc/clk?jk=ed7804df30250e43&fccid=6200925e5e3e12bc&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj4xUcE8Hvu_lxBYs6DNzhYj6PtMGMjefX5oYCj2QzwTtSl_InIEkr9KmHdBwV3mKi2C6TkjqAQxp4Wd04KIbbmUvtZSU0U0lqNhvyjcaadcnc7hECYBzliFJ0GivO8Mmz_cV4Uv28_SiYjw4rf9HR0lEgDJKlpx_17_HT9LdOvkMvOK1OoG7FHu-x_BUKyJ52QydHiaH0Rw2EM_mimdKX0t3m3DYkzK6fKGoOQcmgZpUqIWm4822k0e5Ky24sXcXN40poVLs5RPDk7-3oudup08AIrYvQvPJLE1wolnBP1vu0Xg45UFDJ_HZhUzfU0633r1F9mPh-fTy0cLDAJwPn7Emty6XF4aiZi2Jj6SXZbGgHlBjCrBeszVYjBcLRogjCZ3BGBOT49X--hCEjFuvfse6SxfK5afDBFAJL26KDyhXY74Fm-MwOY_OROZqsm7pcygx_yJYTS0CFiiaOPioqn-3dDu3zw4e1h1ZIjbCM2Ia95_lQBcy3LeBxzKZoMzP1eLLqboI8vgBA==&xkcb=SoCc-_M3Syqib1SS8B0IbzkdCdPP&p=14&fvj=0&vjs=3
AWS Data Engineer,Data Engineer,A for Analytics IT Solutions,"Chennai, Tamil Nadu","Knowledge on airflow for building data pipeline.
Have strong experience in designing complex SQL queries and optimizing data fetch.",EmployerActive 7 days ago,"₹5,00,000 - ₹8,00,000 a year",2023-03-15,/company/A-for-Analytics-IT-Solutions/jobs/Aws-Data-Engineer-38ff9738230799e3?fccid=2d6dc4ce83613679&vjs=3
Immediate Opening for Data Engineer in India (Remote),Data Engineer,TENTACLE TECH SSO SDN BHD,"Remote in Chennai, Tamil Nadu","Minimum 3 years of being in Senior data engineer role.
Provide data ETL/ELT between multiple data layers in PETRONAS Enterprise Data Hub (EDH).",PostedPosted 20 days ago,"From ₹20,000 a month",2023-03-15,/company/TENTACLE-TECH-SSO-SDN-BHD/jobs/Opening-Data-Engineer-India-cd4f72d1e91dde84?fccid=6f732ef1ecbd0a85&vjs=3
Data Engineer,Data Engineer,"World Wide Technology Holding, LLC","Gurgaon, Haryana","The team takes on the most challenging problems our customers face and provide innovative solutions that involve data strategy, analytical modeling, data…",PostedPosted 19 days ago,?,2023-03-15,/rc/clk?jk=1097caaa04a913ba&fccid=a3824b5f2c11b45a&vjs=3
Frontend Software Engineer - Data,Data Engineer,Kwalee,"Remote in Bengaluru, Karnataka","Knowledge of data visualisation libraries and techniques.
Integrate with large, complex data sources and machine learning models via APIs.",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=51197093b43f842f&fccid=069a96b26806555a&vjs=3
Freshers - Full stack .Net II Azure Data Engineer,Data Engineer,ICIT Computer Institute,India,"Job Description : Team, Let me know if you have trained freshers on the skills mentioned in the subject line. We are looking for hiring trained immediate…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=7994e4845191ff0d&fccid=16889b9f391aaa03&vjs=3
Azure Data Engineer,Data Engineer,ITC Infotech India Ltd,"Bengaluru, Karnataka","Modern Azure data warehouse skills.
Expert in programming languages such as R, Python, Scala and Java.
Expert database knowledge in SQL and experience with MS…",PostedPosted 27 days ago,?,2023-03-15,/rc/clk?jk=7e13ab7cada1bd1f&fccid=47cca1a92b73a5b2&vjs=3
Data Engineer - India,Data Engineer,NexaQ,Temporarily Remote,"Working experience in a DevOps environment, data integration and data pipeline development.
Demonstrated skill and ability in the development of data warehouse,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=8f219311559132ac&fccid=add8891f129ba295&vjs=3
Data Engineer- Data Bricks,Data Engineer,Response Informatics,India,"Expereince in Azure data management components - ADLS , AZURE SQL.
Expereince in using MS Azure data management and processing components through IaaS/PaaS/SaaS…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c173347f3c71c799&fccid=93247fd5fba76538&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj6iBkIS0RS-DeqJa-3JVxdKV1YUO3385oIg3u6RvSz0Vv4COvSmYv30pQ5XsfBYjIyaPtAY6c-RCcTEht-jl4XHWVke9UeNxtZLJrLGzxLHN5Eayu78XSFCZobxvp18TMmnMwlE1QHNQCghcH2ftvDe0bgnSOv-YRagFBXSkdks9OzlO0D_-XhU0rRIZboDczHiC_Nfpnpg4jsVvG7rxRv9D3DGkM149nle-1FtFhIN7wV8kkH_858_PxZAow1WOjMgnw3VufRKZS1C7C0ZZkEw7tf5EmxN2RrkyvigQW9G9-oe7vGJz-G9rHUQ2H2SUZMPFanG1t1hi74k1jp9JLNrCP4PLYGkR9u2ytbWefHhi6vhT_pI7CeE9FSenND2ghS8_6P5CQQ16FlK7nIwAVpjUkOWLKdi5FIudyrGFhCcz7N6PBBLNXFihSPQEs5t3y6odW4mbVJ9jp1KGy7n-moPcqgvKo4s8ToVBsEDCUSwwHb9OVq2DwhEVxL7TEkAXHD8ZuLhafKlcg==&xkcb=SoBt-_M3SyqhnDR9HJ0ObzkdCdPP&p=13&fvj=0&vjs=3
Big Data Engineer,Data Engineer,Marktine Technology Solutions,Remote,Role: Big Data Engineer/Developer Experience: 3-6 Years in Big Data Immediate Joiners: Preferred Location: Remote( for now) Job Description: Data Engineer…,PostedPosted 30+ days ago,"₹18,00,000 a year",2023-03-15,/rc/clk?jk=3c1859e1de6a11b9&fccid=4a3d46e28f0964e5&vjs=3
Senior Engineer - Data analytics,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Identify data sources, perform EDA , data cleaning and transformations for ML / DL models.
Experience in deploying predictive or prescriptive data science…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=4c3d671d4842c4de&fccid=9ab138c02aaca829&vjs=3
Data Engineer,Data Engineer,8andH Engineering Services,Remote,"Work closely with stakeholders to develop scalable and performant solutions for their data requirements, including extraction, transformation, and loading of…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=57d96151378284ff&fccid=c205b5825d7d5e2e&vjs=3
